ID;Work Item Type;Title;Test Step;Step Action;Step Expected;Custom.AutomationSstatus;Custom.TipodePruebas;Custom.CategoriadePrueba;Custom.Precondiciones;Custom.ResultadoGeneral;Area Path;Iteration Path;Assigned To;State;Tags;Priority
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte;;;;;;;;;;;
;;;3;Mantener vacio el campo numero de radicado;El campo permanece vacio;;;;;;;;;;;
;;;4;Revisar el estado del boton Buscar;La opcion Buscar se visualiza deshabilitada e impide ejecutar la consulta;;;;;;;;;;;
;Test Case;Validar consulta del servicio Trouble Ticket con radicado ingresado;;;;;Por Analizar;Integracion;Positiva;El usuario se encuentra en la Oficina Virtual y tiene acceso al modulo de danos y PQR. La opcion de navegacion Danos o emergencias > Buscar reporte esta disponible para el usuario. Existe un numero de radicado previamente generado por el cliente y el servicio Trouble Ticket de SP7 se encuentra disponible.;El sistema consulta el servicio Trouble Ticket de SP7 usando el numero de radicado ingresado por el usuario.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar al aplicativo web ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte;;;;;;;;;;;
;;;3;Ingresar un numero de radicado valido en el campo de busqueda;El numero de radicado queda registrado en el campo;;;;;;;;;;;
;;;4;Seleccionar la opcion Buscar;El sistema ejecuta la consulta del servicio Trouble Ticket de SP7 enviando el numero de radicado ingresado;;;;;;;;;;;
;Test Case;Validar visualizacion de card con detalle del reporte encontrado;;;;;Por Analizar;Integracion;Positiva;El usuario se encuentra en la Oficina Virtual y tiene acceso al modulo de danos y PQR. La opcion de navegacion Danos o emergencias > Buscar reporte esta disponible para el usuario. Existe un numero de radicado con informacion asociada en SP7.;El sistema muestra la card del reporte cuando el servicio retorna informacion asociada al radicado.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar al aplicativo web ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte;;;;;;;;;;;
;;;3;Ingresar un numero de radicado con informacion asociada;El numero de radicado queda registrado en el campo;;;;;;;;;;;
;;;4;Seleccionar la opcion Buscar;El sistema procesa la consulta;;;;;;;;;;;
;;;5;Observar el resultado de la consulta;Se visualiza una card con el detalle del reporte consultado;;;;;;;;;;;
;Test Case;Validar datos minimos mostrados en la card del reporte;;;;;Por Analizar;Integracion;Positiva;El usuario se encuentra en la Oficina Virtual y tiene acceso al modulo de danos y PQR. La opcion de navegacion Danos o emergencias > Buscar reporte esta disponible para el usuario. Existe un numero de radicado con informacion asociada en SP7.;La card del reporte muestra todos los datos minimos definidos por la HU con el mapeo esperado del servicio.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar al aplicativo web ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte;;;;;;;;;;;
;;;3;Ingresar un numero de radicado con informacion asociada y seleccionar Buscar;Se obtiene respuesta exitosa del servicio;;;;;;;;;;;
;;;4;Revisar el contenido de la card del reporte;Se muestran Numero de reporte igual al dato ingresado, Estado del reporte desde TT.Estado, Fecha de solicitud desde TT.FechaCreacion, Fecha de cierre desde TT.FechaCierre, Observaciones del dano desde TT.Observacion y Causas del dano desde TT.Causa;;;;;;;;;;;
;Test Case;Validar modo solo lectura en la card del reporte consultado;;;;;Por Analizar;Integracion;Positiva;El usuario se encuentra en la Oficina Virtual y tiene acceso al modulo de danos y PQR. La opcion de navegacion Danos o emergencias > Buscar reporte esta disponible para el usuario. Existe un numero de radicado con informacion asociada en SP7.;La informacion presentada en la card del reporte se mantiene en modo solo lectura.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar al aplicativo web ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte;;;;;;;;;;;
;;;3;Consultar un numero de radicado con informacion asociada;Se visualiza la card del reporte consultado;;;;;;;;;;;
;;;4;Intentar modificar la informacion mostrada en la card;Los datos del reporte permanecen en solo lectura y no permiten edicion;;;;;;;;;;;
;Test Case;Validar mensaje cuando no existen resultados para el radicado consultado;;;;;Por Analizar;Integracion;Negativa;El usuario se encuentra en la Oficina Virtual y tiene acceso al modulo de danos y PQR. La opcion de navegacion Danos o emergencias > Buscar reporte esta disponible para el usuario. El servicio Trouble Ticket de SP7 se encuentra disponible.;El sistema informa al usuario cuando el radicado consultado no tiene informacion asociada.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar al aplicativo web ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte;;;;;;;;;;;
;;;3;Ingresar un numero de radicado sin informacion asociada;El numero de radicado queda registrado en el campo;;;;;;;;;;;
;;;4;Seleccionar la opcion Buscar;El sistema procesa la consulta sin encontrar resultados;;;;;;;;;;;
;;;5;Observar el mensaje mostrado;Se visualiza el mensaje No encontramos resultados. Revisa que el numero de reporte sea correcto o intenta con otro.;;;;;;;;;;;
;Test Case;Validar mensaje de error cuando falla la consulta al servicio;;;;;Por Analizar;Integracion;Negativa;El usuario se encuentra en la Oficina Virtual y tiene acceso al modulo de danos y PQR. La opcion de navegacion Danos o emergencias > Buscar reporte esta disponible para el usuario.;El sistema muestra el mensaje definido cuando ocurre un error al consumir el servicio Trouble Ticket de SP7.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar al aplicativo web ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte;;;;;;;;;;;
;;;3;Ingresar un numero de radicado valido y seleccionar Buscar;El sistema intenta consumir el servicio Trouble Ticket de SP7;;;;;;;;;;;
;;;4;Provocar o simular una indisponibilidad del servicio;La consulta no puede completarse por error de integracion;;;;;;;;;;;
;;;5;Observar el mensaje mostrado;Se visualiza el mensaje No fue posible consultar el reporte en este momento. Por favor, intenta nuevamente. sin exponer detalles tecnicos;;;;;;;;;;;
;Test Case;Validar auditoria del evento buscar reporte segun ESD-187;;;;;Por Analizar;Integracion;Positiva;El usuario se encuentra en la Oficina Virtual y tiene acceso al modulo de danos y PQR. La opcion de navegacion Danos o emergencias > Buscar reporte esta disponible para el usuario. Existe un numero de radicado previamente generado por el cliente.;Se registra el evento de auditoria correspondiente a la accion funcional de buscar reporte en la pantalla.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar al aplicativo web ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte e ingresar un numero de radicado valido;Se visualiza la pantalla con el criterio de busqueda diligenciado;;;;;;;;;;;
;;;3;Seleccionar la opcion Buscar;El sistema ejecuta la accion funcional de consulta del reporte;;;;;;;;;;;
;;;4;Ingresar al Microsoft Azure https://portal.azure.com/#home;Se visualiza el home de ESSA;;;;;;;;;;;
;;;5;En los recursos seleccionar el de tipo Application Insights;Se visualiza el menu y la informacion general;;;;;;;;;;;
;;;6;Del menu lateral izquierdo seleccionar la opcion Supervision y luego la opcion Registros;Se visualiza modal Centro de consultas;;;;;;;;;;;
;;;7;Cerrar el Centro de consultas y luego seleccionar el boton Seleccionar una tabla;Se despliegan las tablas del Application Insights;;;;;;;;;;;
;;;8;En la tabla de traces buscar el log de auditoria que se necesita y validar que este trayendo los siguientes datos: Fecha de Registro, Canal web, Dispositivo navegador, Ip Publica, Usuario que realizo la accion, cuenta si aplica, servicio, verbo HTTP, resultado HTTP, estado, Cada registro de auditoria debe contar con un identificador unico que permita su trazabilidad.;Se confirma que el log esta copiando toda la informacion correspondiente a la accion buscar reporte;;;;;;;;;;;
;Test Case;Validar diseno de la pantalla Buscar reporte segun Figma en web;;;;;Por Analizar;Integracion;Positiva;El usuario se encuentra en la Oficina Virtual y tiene acceso al modulo de danos y PQR. La opcion de navegacion Danos o emergencias > Buscar reporte esta disponible para el usuario. Se cuenta con los lineamientos de diseno aprobados para esta pantalla.;La pantalla Buscar reporte en web cumple el diseno aprobado en Figma.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;3
;;;1;Ingresar al aplicativo web ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte;;;;;;;;;;;
;;;3;Comparar la pantalla contra el diseno aprobado en Figma;Los iconos, colores, tipografia, alineacion, ubicacion de elementos y textos legibles coinciden con el diseno aprobado para web;;;;;;;;;;;
;Test Case;Validar flujo de Buscar reporte en responsive web;;;;;Por Analizar;Integracion;Positiva;El usuario se encuentra en la Oficina Virtual y tiene acceso al modulo de danos y PQR. La opcion de navegacion Danos o emergencias > Buscar reporte esta disponible para el usuario. Se cuenta con los lineamientos de diseno aprobados para esta pantalla.;La funcionalidad Buscar reporte conserva el flujo y visualizacion esperada en responsive web.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;3
;;;1;Ingresar al aplicativo web ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte;;;;;;;;;;;
;;;3;Ajustar la resolucion del navegador a una vista responsive compatible;La interfaz se adapta a la resolucion configurada;;;;;;;;;;;
;;;4;Ingresar un numero de radicado valido y ejecutar la busqueda;La consulta se ejecuta correctamente y la card o mensajes se visualizan sin solapamientos ni cortes de contenido;;;;;;;;;;;
;Test Case;Validar acceso a Buscar reporte desde la aplicacion movil;;;;;Por Analizar;Integracion;Positiva;El usuario se encuentra en la Oficina Virtual y tiene acceso al modulo de danos y PQR. La opcion de navegacion Danos o emergencias > Buscar reporte esta disponible para el usuario. Se cuenta con los lineamientos de diseno aprobados para esta pantalla.;El usuario accede a la opcion Buscar reporte desde la aplicacion movil dentro del modulo Danos y PQR.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar a la aplicacion movil ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Seleccionar el modulo Danos y PQR;Se visualizan las opciones disponibles del modulo;;;;;;;;;;;
;;;3;Seleccionar la opcion Danos o emergencias;Se visualiza la opcion Buscar reporte dentro del flujo de navegacion;;;;;;;;;;;
;;;4;Seleccionar la opcion Buscar reporte;Se visualiza la pantalla Buscar reporte en la aplicacion movil;;;;;;;;;;;
;Test Case;Validar consulta exitosa y detalle del reporte en la aplicacion movil;;;;;Por Analizar;Integracion;Positiva;El usuario se encuentra en la aplicacion movil ESSA con acceso al modulo Danos y PQR. Existe un numero de radicado con informacion asociada en SP7. Se cuenta con los lineamientos de diseno aprobados para esta pantalla.;La aplicacion movil consulta el radicado y muestra la card con el detalle del reporte en solo lectura.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar a la aplicacion movil ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte en movil;;;;;;;;;;;
;;;3;Ingresar un numero de radicado con informacion asociada;El numero de radicado queda registrado en el campo;;;;;;;;;;;
;;;4;Seleccionar la opcion Buscar;La aplicacion consulta el servicio Trouble Ticket de SP7 con el radicado ingresado;;;;;;;;;;;
;;;5;Observar el resultado de la consulta;Se visualiza una card en solo lectura con Numero de reporte, Estado del reporte, Fecha de solicitud, Fecha de cierre, Observaciones del dano y Causas del dano;;;;;;;;;;;
;Test Case;Validar boton Buscar deshabilitado con radicado vacio en la aplicacion movil;;;;;Por Analizar;Integracion;Negativa;El usuario se encuentra en la aplicacion movil ESSA con acceso al modulo Danos y PQR. Se cuenta con los lineamientos de diseno aprobados para esta pantalla.;La aplicacion movil no habilita la opcion Buscar cuando el campo numero de radicado esta vacio.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar a la aplicacion movil ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte en movil;;;;;;;;;;;
;;;3;Mantener vacio el campo numero de radicado;El campo permanece vacio;;;;;;;;;;;
;;;4;Revisar el estado del boton Buscar;La opcion Buscar se visualiza deshabilitada e impide ejecutar la consulta;;;;;;;;;;;
;Test Case;Validar mensaje sin resultados en la aplicacion movil;;;;;Por Analizar;Integracion;Negativa;El usuario se encuentra en la aplicacion movil ESSA con acceso al modulo Danos y PQR. El servicio Trouble Ticket de SP7 se encuentra disponible.;La aplicacion movil informa al usuario cuando el radicado consultado no tiene informacion asociada.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar a la aplicacion movil ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte en movil;;;;;;;;;;;
;;;3;Ingresar un numero de radicado sin informacion asociada y seleccionar Buscar;La aplicacion procesa la consulta sin encontrar resultados;;;;;;;;;;;
;;;4;Observar el mensaje mostrado;Se visualiza el mensaje No encontramos resultados. Revisa que el numero de reporte sea correcto o intenta con otro.;;;;;;;;;;;
;Test Case;Validar mensaje de error de servicio en la aplicacion movil;;;;;Por Analizar;Integracion;Negativa;El usuario se encuentra en la aplicacion movil ESSA con acceso al modulo Danos y PQR.;La aplicacion movil muestra el mensaje definido cuando ocurre un error al consumir el servicio Trouble Ticket de SP7.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar a la aplicacion movil ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte en movil;;;;;;;;;;;
;;;3;Ingresar un numero de radicado valido y seleccionar Buscar;La aplicacion intenta consumir el servicio Trouble Ticket de SP7;;;;;;;;;;;
;;;4;Provocar o simular una indisponibilidad del servicio;La consulta no puede completarse por error de integracion;;;;;;;;;;;
;;;5;Observar el mensaje mostrado;Se visualiza el mensaje No fue posible consultar el reporte en este momento. Por favor, intenta nuevamente. sin exponer detalles tecnicos;;;;;;;;;;;
;Test Case;Validar diseno de la pantalla Buscar reporte segun Figma en movil;;;;;Por Analizar;Integracion;Positiva;El usuario se encuentra en la aplicacion movil ESSA con acceso al modulo Danos y PQR. Se cuenta con los lineamientos de diseno aprobados para esta pantalla.;La pantalla Buscar reporte en movil cumple el diseno aprobado en Figma.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;3
;;;1;Ingresar a la aplicacion movil ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte;Se visualiza la pantalla Buscar reporte en movil;;;;;;;;;;;
;;;3;Comparar la pantalla contra el diseno aprobado en Figma;Los iconos, colores, tipografia, alineacion, ubicacion de elementos y textos legibles coinciden con el diseno aprobado para movil;;;;;;;;;;;
;Test Case;Validar auditoria del evento buscar reporte en la aplicacion movil segun ESD-187;;;;;Por Analizar;Integracion;Positiva;El usuario se encuentra en la aplicacion movil ESSA con acceso al modulo Danos y PQR. Existe un numero de radicado previamente generado por el cliente.;Se registra el evento de auditoria correspondiente a la accion funcional de buscar reporte en la aplicacion movil.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar a la aplicacion movil ESSA con credenciales validas;Se visualiza la pantalla Login y el usuario inicia sesion correctamente;;;;;;;;;;;
;;;2;Navegar a Danos y PQR > Danos o emergencias > Buscar reporte e ingresar un numero de radicado valido;Se visualiza la pantalla con el criterio de busqueda diligenciado en movil;;;;;;;;;;;
;;;3;Seleccionar la opcion Buscar;La aplicacion movil ejecuta la accion funcional de consulta del reporte;;;;;;;;;;;
;;;4;Ingresar al Microsoft Azure https://portal.azure.com/#home;Se visualiza el home de ESSA;;;;;;;;;;;
;;;5;En los recursos seleccionar el de tipo Application Insights;Se visualiza el menu y la informacion general;;;;;;;;;;;
;;;6;Del menu lateral izquierdo seleccionar la opcion Supervision y luego la opcion Registros;Se visualiza modal Centro de consultas;;;;;;;;;;;
;;;7;Cerrar el Centro de consultas y luego seleccionar el boton Seleccionar una tabla;Se despliegan las tablas del Application Insights;;;;;;;;;;;
;;;8;En la tabla de traces buscar el log de auditoria que se necesita y validar que este trayendo los siguientes datos: Fecha de Registro, Canal movil, Dispositivo sistema operativo o dispositivo movil, Ip Publica, Usuario que realizo la accion, cuenta si aplica, servicio, verbo HTTP, resultado HTTP, estado, Cada registro de auditoria debe contar con un identificador unico que permita su trazabilidad.;Se confirma que el log esta copiando toda la informacion correspondiente a la accion buscar reporte en movil;;;;;;;;;;;
