ID;Work Item Type;Title;Test Step;Step Action;Step Expected;Custom.AutomationSstatus;Custom.TipodePruebas;Custom.CategoriadePrueba;Custom.Precondiciones;Custom.ResultadoGeneral;Area Path;Iteration Path;Assigned To;State;Tags;Priority
;;;5;Expandir el acordeon de la cuenta afectada.;Se visualiza el reporte vigente de dano para la cuenta consultada.;;;;;;;;;;;
;Test Case;Mostrar suspensiones programadas activas vigentes dentro del rango del dia;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El sistema muestra las suspensiones programadas activas cuya fecha fin probable esta vigente durante el dia consultado.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga una cuenta con respuesta SP7 de suspension programada activa vigente.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Permitir que el sistema consulte SP7 y procese la respuesta de la cuenta.;El sistema filtra e incluye solo el registro con Estado Activo, Tipo Programado y FechaFinProbable entre la fecha hora actual y las 23 59 59 del mismo dia.;;;;;;;;;;;
;;;5;Expandir el acordeon de la cuenta afectada.;Se visualiza la suspension programada vigente para la cuenta consultada.;;;;;;;;;;;
;Test Case;Mostrar suspensiones programadas aprobadas vigentes dentro del rango del dia;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El sistema muestra las suspensiones programadas aprobadas cuya fecha fin probable esta vigente durante el dia consultado.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga una cuenta con respuesta SP7 de suspension programada aprobada vigente.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Permitir que el sistema consulte SP7 y procese la respuesta de la cuenta.;El sistema filtra e incluye solo el registro con Estado Aprobado, Tipo Programado y FechaFinProbable entre la fecha hora actual y las 23 59 59 del mismo dia.;;;;;;;;;;;
;;;5;Expandir el acordeon de la cuenta afectada.;Se visualiza la suspension programada aprobada vigente para la cuenta consultada.;;;;;;;;;;;
;Test Case;No mostrar registros de SP7 con tipo o estado que no cumplen las reglas de filtrado;;;;Por Analizar;Integracion;Negativa;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El sistema excluye registros con estado o tipo no validos para danos y suspensiones programadas.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario cuya respuesta SP7 incluya registros con combinaciones de estado y tipo no permitidas.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Permitir que el sistema procese los resultados obtenidos de SP7.;El sistema excluye registros que no cumplan Estado Activo y Tipo No programado para danos o Estado Activo o Aprobado y Tipo Programado para suspensiones programadas.;;;;;;;;;;;
;;;5;Revisar la lista de resultados mostrados.;No se muestran registros con estados o tipos fuera de las reglas definidas.;;;;;;;;;;;
;Test Case;No mostrar registros cuya FechaFinProbable este fuera del rango permitido del dia de consulta;;;;Por Analizar;Integracion;Negativa;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El sistema excluye registros cuya fecha fin probable este fuera del rango vigente del dia consultado.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario cuya respuesta SP7 incluya registros con fecha fin probable vencida o posterior al cierre del dia.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Permitir que el sistema procese los resultados obtenidos de SP7.;El sistema compara la FechaFinProbable con la fecha hora actual y las 23 59 59 del mismo dia.;;;;;;;;;;;
;;;5;Revisar la lista de resultados mostrados.;No se muestran registros fuera del rango permitido del dia de consulta.;;;;;;;;;;;
;Test Case;Agrupar los resultados por cuenta en acordeon mostrando nombre y alias como titulo;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El sistema presenta los resultados agrupados por cuenta usando acordeones con el nombre y alias de la cuenta como titulo.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga reportes vigentes en dos o mas cuentas asociadas.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Esperar la carga de los resultados vigentes.;El sistema organiza la informacion por cada numero de cuenta consultado.;;;;;;;;;;;
;;;5;Validar los titulos de cada acordeon.;Cada acordeon muestra el nombre y alias de la cuenta correspondiente.;;;;;;;;;;;
;Test Case;Visualizar en solo lectura el numero de reporte, fecha y hora inicio, fecha y hora fin y numero de evento por cada registro;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El usuario visualiza todos los campos obligatorios de salida en modo solo lectura con los formatos y longitudes esperadas.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga al menos un reporte vigente asociado a una de sus cuentas.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Expandir el acordeon de la cuenta con resultados.;Se visualizan los detalles del reporte encontrado.;;;;;;;;;;;
;;;5;Revisar los campos numero de reporte, fecha y hora inicio, fecha y hora fin y numero de evento.;Los campos se muestran en modo solo lectura y contienen informacion proveniente de SP7.;;;;;;;;;;;
;;;6;Validar la longitud del numero de reporte y del numero de evento con datos limite permitidos.;El numero de reporte no supera 20 caracteres y el numero de evento no supera 50 caracteres.;;;;;;;;;;;
;Test Case;Mostrar mensaje informativo cuando ninguna cuenta tenga afectaciones vigentes;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El sistema informa que no existen reportes de afectacion cuando ninguna cuenta cumple las reglas de filtrado.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario cuyas cuentas no tengan reportes vigentes segun las reglas de negocio.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Permitir que el sistema ejecute la consulta y complete el filtrado de resultados.;El sistema determina que ninguna cuenta presenta afectaciones vigentes.;;;;;;;;;;;
;;;5;Revisar el area de resultados.;Se muestra un mensaje informativo indicando que no existen reportes de afectacion para las cuentas del usuario.;;;;;;;;;;;
;Test Case;Mostrar el boton Realizar nuevo reporte cuando no existan afectaciones vigentes;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El sistema muestra el boton Realizar nuevo reporte cuando no hay afectaciones vigentes para las cuentas del usuario.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario cuyas cuentas no tengan reportes vigentes segun las reglas de negocio.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Permitir que el sistema complete la consulta sin resultados vigentes.;El sistema muestra el mensaje informativo de ausencia de afectaciones.;;;;;;;;;;;
;;;5;Validar los elementos disponibles en pantalla.;Se muestra adicionalmente el boton Realizar nuevo reporte.;;;;;;;;;;;
;Test Case;Redirigir a la funcionalidad ESD-44 al seleccionar Realizar nuevo reporte;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El usuario es redirigido a la funcionalidad de registrar un nuevo reporte de dano o emergencia al seleccionar el boton Realizar nuevo reporte.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario cuyas cuentas no tengan reportes vigentes segun las reglas de negocio.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Esperar la presentacion del mensaje sin afectaciones y del boton Realizar nuevo reporte.;El sistema deja disponible el boton para crear un nuevo reporte.;;;;;;;;;;;
;;;5;Seleccionar el boton Realizar nuevo reporte.;El sistema redirige a la funcionalidad definida en ESD-44 para registrar un nuevo reporte de dano o emergencia.;;;;;;;;;;;
;Test Case;Mostrar mensaje de error controlado cuando SP7 presente error timeout o indisponibilidad;;;;Por Analizar;Integracion;Negativa;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil.;El sistema informa el error tecnico con el mensaje controlado definido cuando no puede consultar SP7.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga cuentas asociadas en su perfil.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas con el servicio SP7 en estado de error timeout o indisponibilidad.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Esperar la respuesta fallida del servicio durante la consulta.;El sistema controla la falla tecnica sin recargar la pagina.;;;;;;;;;;;
;;;5;Revisar el mensaje mostrado al usuario.;Se muestra el mensaje No fue posible consultar los reportes de danos en este momento. Por favor, intenta nuevamente.;;;;;;;;;;;
;Test Case;Permitir reintentar la consulta sin recargar la pagina despues de un error de SP7;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil.;El usuario puede ejecutar nuevamente la consulta sin recargar la pagina despues de una falla de SP7.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga cuentas asociadas en su perfil.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas con el servicio SP7 presentando una falla inicial.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Esperar el mensaje de error controlado y ubicar el mecanismo de reintento.;El sistema muestra una opcion para ejecutar nuevamente la consulta sin recargar la pagina.;;;;;;;;;;;
;;;5;Seleccionar el boton o mecanismo de reintento.;El sistema vuelve a consultar SP7 sin recargar la pagina actual.;;;;;;;;;;;
;;;6;Validar el comportamiento posterior al reintento con el servicio restablecido.;El sistema actualiza la vista con los resultados obtenidos o con el estado final correspondiente.;;;;;;;;;;;
;Test Case;Mostrar indicador de carga mientras se consultan las cuentas en SP7;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El sistema muestra un indicador visual de carga mientras ejecuta las consultas de las cuentas en SP7.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga varias cuentas asociadas en su perfil.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Observar la pantalla mientras se ejecutan las consultas automaticas a SP7.;El sistema muestra un spinner o indicador de carga durante el procesamiento de las cuentas.;;;;;;;;;;;
;;;5;Esperar la finalizacion de la consulta.;El indicador de carga desaparece cuando el sistema presenta el resultado final.;;;;;;;;;;;
;Test Case;Impedir el acceso a la funcionalidad a usuarios sin sesion activa y valida;;;;Por Analizar;Integracion;Negativa;PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil.;El sistema restringe el acceso a la funcionalidad cuando no existe una sesion autenticada y valida.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Abrir la Oficina Virtual ESSA sin iniciar sesion o con una sesion expirada.;El sistema muestra la pagina publica o solicita autenticacion.;;;;;;;;;;;
;;;2;Intentar acceder a la ruta o al punto de entrada de Visualizar reportes que afecten mis cuentas.;El sistema valida el estado de la sesion antes de ejecutar cualquier consulta.;;;;;;;;;;;
;;;3;Observar el resultado del acceso.;No se permite ingresar a la funcionalidad sin sesion activa y valida.;;;;;;;;;;;
;Test Case;Restringir la consulta solo a cuentas asociadas al perfil del usuario autenticado;;;;Por Analizar;Integracion;Negativa;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil.;El sistema solo consulta y muestra reportes de las cuentas asociadas al perfil del usuario autenticado.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;1
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga cuentas asociadas en su perfil.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Revisar las cuentas usadas en la consulta y los resultados presentados.;El sistema usa exclusivamente las cuentas registradas en el perfil del usuario autenticado.;;;;;;;;;;;
;;;5;Intentar identificar informacion de cuentas no asociadas al perfil.;No se visualiza informacion de cuentas pertenecientes a otros usuarios.;;;;;;;;;;;
;Test Case;Registrar auditoria de las acciones realizadas en la pantalla conforme a ESD-187;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;Las acciones realizadas por el usuario en la funcionalidad generan registros de auditoria trazables conforme a ESD-187.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;2
;;;1;Ingresar al Microsoft Azure https://portal.azure.com/#home.;Se visualiza el home de ESSA.;;;;;;;;;;;
;;;2;En los recursos seleccionar el de tipo Application Insights.;Se visualiza el menu y la informacion general.;;;;;;;;;;;
;;;3;Del menu lateral izquierdo seleccionar la opcion Supervision y luego la opcion Registros.;Se visualiza modal Centro de consultas.;;;;;;;;;;;
;;;4;Cerrar el Centro de consultas y luego seleccionar el boton Seleccionar una tabla.;Se despliegan las tablas del Application Insights.;;;;;;;;;;;
;;;5;En la tabla de traces buscar el log de auditoria correspondiente a la accion de visualizar reportes que afectan mis cuentas y validar fecha de registro, canal, dispositivo, ip publica, usuario, cuenta, servicio, verbo HTTP, resultado HTTP, estado e identificador unico.;Se confirma que el log copia la informacion correspondiente a la accion auditada.;;;;;;;;;;;
;Test Case;Permitir navegacion por teclado en acordeones y botones de la pantalla;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;El usuario puede navegar por los controles principales de la pantalla mediante teclado y activar sus acciones.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;3
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga resultados vigentes o el estado sin afectaciones disponible.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Utilizar la tecla Tab para recorrer acordeones, botones y acciones disponibles.;El foco recorre los elementos interactivos de forma visible y ordenada.;;;;;;;;;;;
;;;5;Activar un acordeon o boton con teclado.;El control ejecuta la accion esperada sin requerir uso del mouse.;;;;;;;;;;;
;Test Case;Visualizar correctamente la pantalla en modo responsive web;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;La pantalla mantiene usabilidad y correcta distribucion visual en vista responsive web.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;3
;;;1;Ingresar al aplicativo web ESSA con credenciales validas desde un navegador soportado.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga cuentas asociadas en su perfil.;El sistema inicia sesion y muestra la Oficina Virtual ESSA.;;;;;;;;;;;
;;;3;Navegar desde Buscar un reporte hasta Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;4;Cambiar la resolucion del navegador a una vista responsive web.;La interfaz reorganiza sus elementos sin recortes ni superposiciones.;;;;;;;;;;;
;;;5;Revisar acordeones, campos, mensajes y botones en la vista ajustada.;Los elementos permanecen legibles, alineados y funcionales en responsive web.;;;;;;;;;;;
;Test Case;Validar el diseno de la pantalla web segun figma;;;;Por Analizar;Integracion;Positiva;PRE-01 El usuario esta autenticado en la Oficina Virtual ESSA con sesion activa y valida, PRE-02 El usuario tiene al menos una cuenta inscrita y asociada a su perfil, PRE-03 El servicio SP7 Consulta por CUD esta disponible y operativo.;La pantalla web cumple la guia visual entregada en figma para iconos, colores, tipografia y alineacion.;ESSA\Oficina virtual ESSA;ESSA\Sprint 16;ZHARYTH SALOMON;Design;;3
;;;1;Ingresar al aplicativo web ESSA con credenciales validas.;Se visualiza la pantalla de inicio de sesion.;;;;;;;;;;;
;;;2;Autenticarse con un usuario que tenga cuentas asociadas y acceder a Visualizar reportes que afecten mis cuentas.;Se visualiza la pantalla de la funcionalidad.;;;;;;;;;;;
;;;3;Comparar la pantalla mostrada con el diseno aprobado en figma para la version web.;Se dispone de una referencia visual para la validacion.;;;;;;;;;;;
;;;4;Revisar iconos, colores, tipografia, alineacion y ubicacion de los elementos de la pantalla.;La interfaz coincide con el figma de referencia y mantiene consistencia visual.;;;;;;;;;;;
